Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer1,Offer2,Offer3,Offer4,Offer5,Offer6,Offer7,Offer8,Offer9,Offer10,Offer11
19999,F,Mens Career,171.606,NO,Mobile,17160.6,T,F,F,T,F,T,F,F,F,T,F
20158,M,Mens Career,237.441,YES,Direct Mail,23744.1,F,F,F,F,T,F,F,F,F,T,F
20260,M,Mens Sportswear,131.243,YES,Direct Mail,13124.3,F,F,F,T,F,F,F,F,F,F,T
20325,M,Womens Career,153.56,YES,Mobile,15356,F,T,T,F,F,T,F,T,F,F,F
20362,M,Womens Shoes,317.2,YES,Email,31720,F,T,T,F,F,T,F,F,F,T,F
20386,F,Womens Sportwear,398.296,YES,Direct Mail,39829.6,F,F,T,F,F,F,F,F,F,F,F
20521,M,Mens Sportswear,463,NO,Email,46300,T,F,F,T,F,F,F,T,F,F,F
20556,M,Womens Shoes,204.104,NO,Mobile,20410.4,T,F,F,F,F,F,T,F,F,T,F
20844,F,Home goods,243.927,YES,Email,24392.7,F,F,F,F,T,F,F,F,F,F,F
20849,F,Mens Casual,449.825,NO,Email,44982.5,F,F,T,T,F,F,F,T,T,T,T
20991,M,Womens Shoes,375.076,YES,Mobile,37507.6,F,F,F,T,F,T,T,F,F,F,F
21187,F,Mens Sportswear,205.744,YES,Direct Mail,20574.4,F,T,F,F,F,F,T,F,F,F,F
21347,F,Home goods,430.07,YES,Direct Mail,43007,F,F,F,F,T,T,F,F,F,F,T
21543,F,Home goods,139.176,NO,Direct Mail,13917.6,F,F,F,T,F,T,F,T,T,F,F
21787,M,Mens Career,195.369,NO,Email,19536.9,F,F,F,T,F,F,F,F,F,T,F
21814,M,Mens Career,223.741,NO,Mobile,22374.1,F,F,F,T,T,T,T,F,F,F,F
21875,F,Womens Shoes,107.267,NO,Email,10726.7,T,F,F,F,F,F,F,T,F,T,F
22316,F,Womens Career,297.579,YES,Email,29757.9,F,F,F,T,T,F,F,T,T,F,F
23037,F,Mens Sportswear,460.157,YES,Email,46015.7,T,F,F,T,F,F,F,F,T,F,F
23380,M,Womens Shoes,364.903,NO,Direct Mail,36490.3,F,F,F,F,F,F,F,F,F,T,F
23419,F,Womens Shoes,156.201,NO,Email,15620.1,F,F,F,T,T,F,F,T,T,F,F
23501,M,Home goods,102.25,YES,Email,10225,F,F,F,F,F,F,F,T,T,T,T
23682,M,Womens Sportwear,297.183,YES,Direct Mail,29718.3,F,F,F,T,F,T,T,T,F,F,F
23718,M,Mens Casual,378.611,YES,Direct Mail,37861.1,F,F,F,T,F,T,F,T,F,T,F
23784,F,Mens Sportswear,257.551,YES,Email,25755.1,F,F,T,F,F,F,F,F,F,F,F
23845,F,Womens Shoes,124.227,YES,Mobile,12422.7,F,F,T,F,F,F,T,F,F,F,F
24210,F,Womens Sportwear,304.335,YES,Mobile,30433.5,F,F,F,T,F,T,F,F,F,F,F
24258,F,Womens Shoes,348.282,YES,Mobile,34828.2,F,F,F,F,F,F,F,F,F,F,F
24493,M,Womens Sportwear,208.675,YES,Mobile,20867.5,T,T,F,F,F,F,F,F,F,T,F
24534,F,Womens Sportwear,377.386,YES,Mobile,37738.6,T,F,F,F,F,F,F,F,T,F,T
24566,F,Womens Shoes,394.489,YES,Mobile,39448.9,F,F,F,T,T,F,F,T,F,T,T
24651,F,Womens Sportwear,321.216,NO,Email,32121.6,F,F,F,T,F,F,F,F,F,T,T
24686,F,Home goods,382.775,NO,Mobile,38277.5,F,F,T,F,F,F,T,T,F,T,T
24864,F,Womens Career,246.676,YES,Email,24667.6,T,F,F,T,F,T,F,F,F,F,F
24874,F,Mens Career,359.38,YES,Email,35938,T,T,T,F,F,F,F,T,F,F,T
25097,M,Mens Sportswear,200.102,NO,Email,20010.2,F,F,F,T,T,T,F,F,T,F,F
25180,M,Womens Shoes,115.295,YES,Direct Mail,11529.5,F,F,F,F,F,F,F,F,F,F,F
25256,M,Womens Career,396.933,NO,Mobile,39693.3,F,T,T,F,F,T,F,F,F,F,T
25311,M,Mens Casual,475.451,YES,Mobile,47545.1,T,T,F,F,F,F,F,T,F,F,F
25387,F,Womens Sportwear,114.154,YES,Mobile,11415.4,F,F,F,F,F,F,F,F,F,F,F
25405,M,Mens Casual,364.166,NO,Mobile,36416.6,F,F,F,F,T,F,F,F,F,T,F
25524,M,Mens Sportswear,459.486,NO,Mobile,45948.6,F,F,F,T,T,T,F,F,F,F,F
25668,F,Womens Shoes,219.571,YES,Direct Mail,21957.1,F,F,F,F,F,F,F,T,F,F,T
25765,F,Mens Sportswear,356.814,YES,Direct Mail,35681.4,F,F,F,F,F,F,F,T,F,F,T
25774,F,Mens Casual,387.71,YES,Email,38771,F,T,F,T,T,F,F,T,T,T,T
26061,M,Mens Sportswear,470.537,NO,Email,47053.7,T,T,F,T,T,T,T,F,F,T,F
26130,F,Mens Casual,126.214,NO,Direct Mail,12621.4,F,F,F,T,F,F,F,T,F,F,F
26291,F,Mens Career,140.896,YES,Mobile,14089.6,F,T,F,F,F,F,F,T,T,F,F
26396,M,Womens Shoes,227.651,YES,Mobile,22765.1,F,F,F,T,F,F,F,F,F,F,F
26630,F,Mens Sportswear,464.867,NO,Mobile,46486.7,F,T,T,F,F,F,F,T,F,T,F
26748,F,Mens Casual,236.883,NO,Mobile,23688.3,F,T,T,F,F,F,F,T,F,F,F
26885,M,Mens Career,331.864,YES,Email,33186.4,F,F,T,T,F,T,T,F,F,F,F
27166,F,Mens Casual,134.513,YES,Email,13451.3,F,F,F,F,F,F,F,F,F,F,F
27306,F,Home goods,173.906,NO,Direct Mail,17390.6,T,F,F,T,F,T,T,F,T,F,T
27371,F,Mens Casual,387.433,NO,Direct Mail,38743.3,F,F,F,F,F,T,F,F,F,T,F
27462,F,Womens Career,397.479,YES,Email,39747.9,F,F,F,F,F,F,T,F,T,F,F
27496,F,Mens Career,163.272,NO,Mobile,16327.2,F,F,F,F,F,T,T,F,F,F,T
27664,F,Mens Sportswear,356.361,YES,Email,35636.1,T,F,T,F,T,T,F,F,T,T,F
27673,F,Womens Shoes,375.651,YES,Email,37565.1,F,F,T,F,F,T,T,T,F,F,T
27682,F,Womens Career,182.962,YES,Direct Mail,18296.2,F,F,F,F,F,F,T,F,F,T,T
27694,M,Womens Shoes,248.952,YES,Mobile,24895.2,F,F,T,T,T,T,T,F,T,F,F
27720,F,Home goods,374.582,NO,Mobile,37458.2,F,F,F,F,F,T,F,F,F,T,F
27766,F,Womens Shoes,400.773,NO,Mobile,40077.3,T,F,F,F,F,F,T,F,F,F,F
27890,M,Womens Sportwear,222.416,YES,Mobile,22241.6,F,T,F,F,F,T,F,F,F,F,F
28061,F,Mens Casual,372.245,YES,Mobile,37224.5,F,T,F,T,F,F,F,T,F,F,T
28081,M,Mens Casual,261.124,NO,Mobile,26112.4,T,T,F,F,T,F,T,F,F,T,T
28110,M,Mens Career,276.974,YES,Mobile,27697.4,F,F,F,F,F,T,F,F,F,F,F
28138,F,Home goods,409.457,YES,Email,40945.7,F,F,F,F,F,F,F,F,F,T,F
28233,F,Mens Casual,408.109,YES,Email,40810.9,T,F,F,F,F,F,T,T,F,T,T
28268,M,Womens Shoes,108.787,NO,Email,10878.7,F,F,T,F,F,F,F,F,F,T,F
28313,F,Womens Sportwear,348.889,NO,Email,34888.9,T,F,F,F,F,F,F,T,F,F,T
28314,F,Home goods,388.062,YES,Mobile,38806.2,F,F,F,T,F,F,F,F,F,T,T
28427,M,Womens Sportwear,129.735,NO,Direct Mail,12973.5,F,F,F,T,F,T,T,F,F,F,T
28498,F,Mens Career,342.302,NO,Direct Mail,34230.2,F,F,F,F,F,F,F,T,F,F,F
28528,F,Womens Shoes,407.113,YES,Direct Mail,40711.3,F,F,F,F,T,F,F,T,F,F,T
28597,M,Mens Career,192.051,YES,Mobile,19205.1,F,F,F,T,T,T,T,F,F,F,F
28629,M,Womens Shoes,448.107,NO,Email,44810.7,F,F,F,F,F,F,T,F,F,F,T
28630,F,Womens Sportwear,304.989,NO,Direct Mail,30498.9,F,F,F,F,T,F,F,F,F,T,F
28755,F,Mens Career,439.948,YES,Direct Mail,43994.8,F,F,F,F,F,F,F,F,F,T,T
28803,M,Home goods,419.003,YES,Direct Mail,41900.3,F,F,F,T,F,T,T,F,F,T,F
28935,F,Womens Sportwear,229.75,NO,Direct Mail,22975,T,T,T,F,F,T,F,F,F,F,F
28959,M,Womens Sportwear,215.852,NO,Email,21585.2,F,F,F,F,F,T,F,F,F,F,F
28977,M,Mens Career,372.656,NO,Mobile,37265.6,F,T,F,T,T,T,T,F,T,F,F
28979,F,Womens Sportwear,358.494,YES,Direct Mail,35849.4,F,F,F,T,F,F,F,T,F,F,T
28994,F,Womens Career,112.168,NO,Email,11216.8,T,F,F,F,T,F,F,F,F,T,F
29095,M,Womens Career,467.096,NO,Direct Mail,46709.6,F,F,F,T,F,T,T,T,F,F,F
29107,F,Womens Sportwear,323.863,NO,Email,32386.3,F,F,F,F,T,T,F,F,F,F,F
29192,M,Womens Career,212.654,NO,Email,21265.4,F,T,F,F,F,F,F,F,F,F,T
29224,F,Womens Career,409.484,NO,Mobile,40948.4,T,F,F,F,T,F,T,T,F,T,T
29310,M,Womens Shoes,498.459,YES,Email,49845.9,F,F,F,F,F,F,F,T,T,F,F
29316,M,Womens Sportwear,345.206,NO,Mobile,34520.6,F,F,F,T,F,T,T,F,T,F,F
29343,F,Mens Sportswear,110.385,NO,Direct Mail,11038.5,T,T,F,F,F,F,F,T,F,F,T
29367,M,Womens Career,433.149,YES,Direct Mail,43314.9,F,F,F,T,F,F,F,F,F,T,F
29483,M,Mens Career,291.147,YES,Direct Mail,29114.7,T,F,F,F,F,F,F,F,F,F,F
29524,F,Womens Shoes,107.127,YES,Email,10712.7,F,F,F,T,F,F,F,F,F,F,F
29625,M,Womens Shoes,183.863,YES,Email,18386.3,F,F,F,F,F,F,F,F,F,F,F
29640,F,Womens Sportwear,285.955,NO,Email,28595.5,F,F,F,T,T,T,F,T,F,F,F
29944,M,Womens Career,428.985,NO,Email,42898.5,T,F,F,F,F,T,T,F,T,T,F
30132,M,Mens Sportswear,239.357,NO,Email,23935.7,T,F,T,T,F,T,T,F,F,T,F
30239,M,Mens Career,423.719,YES,Mobile,42371.9,T,F,T,F,F,F,F,F,T,F,F
30243,M,Womens Shoes,303.916,YES,Email,30391.6,F,T,F,T,T,T,T,T,F,F,T
30371,F,Home goods,308.872,YES,Mobile,30887.2,T,F,F,F,F,F,F,F,F,F,F
30390,M,Mens Career,266.278,YES,Email,26627.8,F,F,F,F,F,F,F,F,T,F,F
30423,F,Womens Career,449.42,YES,Direct Mail,44942,F,F,F,F,F,F,F,F,T,F,T
30459,F,Home goods,326.755,NO,Direct Mail,32675.5,F,F,F,T,F,F,F,T,F,T,T
30504,F,Womens Shoes,275.034,NO,Direct Mail,27503.4,F,T,F,F,F,F,F,F,F,T,F
30558,F,Womens Sportwear,165.851,YES,Mobile,16585.1,F,F,F,F,F,F,F,F,F,T,F
30850,F,Womens Shoes,171.818,NO,Email,17181.8,T,F,F,F,F,F,F,F,F,T,F
30989,F,Womens Sportwear,259.133,NO,Mobile,25913.3,F,F,F,F,F,F,F,F,F,F,T
31011,M,Home goods,395.627,NO,Mobile,39562.7,T,F,F,T,F,T,T,T,F,T,F
31033,M,Mens Casual,415.652,NO,Mobile,41565.2,F,F,T,F,F,F,F,T,F,F,T
31046,F,Home goods,165.846,YES,Email,16584.6,T,F,F,T,T,T,T,F,F,T,F
31083,F,Womens Shoes,456.146,NO,Email,45614.6,T,T,F,T,F,F,F,T,T,T,T
31384,M,Home goods,372.056,NO,Mobile,37205.6,F,F,F,T,F,F,F,F,F,F,F
31552,M,Mens Sportswear,362.776,YES,Mobile,36277.6,T,F,T,F,F,F,F,F,F,F,T
31828,M,Mens Career,304.26,NO,Mobile,30426,F,F,T,F,T,F,F,F,F,T,F
31921,M,Home goods,344.264,YES,Direct Mail,34426.4,T,F,F,F,F,F,F,T,F,F,F
32083,M,Womens Shoes,114.418,NO,Direct Mail,11441.8,F,T,T,F,T,F,F,F,F,F,F
32160,F,Home goods,197.177,YES,Email,19717.7,F,F,F,F,F,T,T,F,F,F,T
32182,F,Mens Casual,133.271,YES,Email,13327.1,F,F,F,F,F,F,T,F,F,F,F
32302,F,Mens Casual,338.303,YES,Mobile,33830.3,F,F,F,F,F,F,F,F,F,F,F
32369,M,Womens Shoes,219.204,YES,Direct Mail,21920.4,F,F,F,T,F,F,F,F,F,F,T
32380,F,Home goods,111.224,YES,Mobile,11122.4,T,F,F,T,F,F,F,T,F,F,F
32392,M,Mens Career,161.584,NO,Mobile,16158.4,T,F,F,F,F,F,F,F,F,T,F
32408,F,Womens Career,385.706,YES,Email,38570.6,F,F,F,F,F,F,T,F,F,F,F
32432,M,Home goods,283.847,YES,Direct Mail,28384.7,F,T,F,F,F,T,F,F,F,F,T
32444,F,Womens Shoes,242.582,NO,Email,24258.2,T,F,T,F,F,F,F,F,F,T,F
32594,F,Home goods,209.057,YES,Mobile,20905.7,F,F,F,F,F,F,F,F,F,F,F
32646,M,Womens Shoes,265.31,YES,Direct Mail,26531,T,F,F,T,F,T,T,F,F,T,T
32669,M,Womens Shoes,498.042,YES,Email,49804.2,T,F,F,F,F,T,F,F,F,F,F
33056,M,Womens Shoes,144.013,NO,Direct Mail,14401.3,F,F,F,F,F,F,F,F,F,F,F
33167,F,Mens Casual,242.185,NO,Email,24218.5,F,F,F,F,F,T,T,F,F,F,F
33172,M,Mens Career,310.65,YES,Mobile,31065,F,T,F,F,F,F,F,F,F,F,T
33173,F,Mens Sportswear,368.328,YES,Email,36832.8,F,T,T,F,F,F,F,T,F,F,T
33233,M,Womens Career,247.74,YES,Mobile,24774,F,T,F,F,F,F,F,T,F,F,F
33413,F,Mens Casual,379.016,NO,Email,37901.6,F,F,F,F,F,T,F,T,F,F,T
33622,M,Mens Casual,392.378,NO,Email,39237.8,T,F,F,T,F,F,F,F,F,T,F
33697,M,Womens Career,219.79,YES,Email,21979,F,F,F,F,T,F,F,T,F,F,T
33891,F,Womens Shoes,120.017,YES,Mobile,12001.7,F,T,F,F,F,F,F,F,F,T,F
34297,F,Womens Shoes,149.744,NO,Mobile,14974.4,F,F,F,F,F,F,F,F,F,F,F
34529,F,Mens Sportswear,431.953,NO,Mobile,43195.3,T,F,F,F,T,F,F,F,F,T,T
34593,M,Womens Career,358.231,YES,Mobile,35823.1,F,F,T,F,T,T,F,T,F,F,F
34605,F,Womens Shoes,457.7,YES,Mobile,45770,F,F,F,T,T,F,F,T,T,F,T
34702,M,Mens Sportswear,263.763,YES,Mobile,26376.3,T,F,F,F,F,F,F,F,F,T,F
34750,F,Mens Casual,219.036,NO,Mobile,21903.6,T,F,F,T,T,F,T,F,F,F,F
34756,F,Mens Casual,152.704,YES,Mobile,15270.4,F,F,F,F,F,F,F,F,F,F,F
34809,F,Mens Career,327.941,NO,Email,32794.1,F,F,F,F,T,F,F,F,F,F,F
35197,M,Mens Career,403.398,NO,Email,40339.8,F,F,F,F,F,T,T,T,F,T,F
35262,M,Womens Career,262.512,YES,Direct Mail,26251.2,T,F,F,T,F,F,F,F,F,T,F
35519,M,Womens Shoes,302.371,YES,Mobile,30237.1,F,F,F,F,F,T,F,F,F,F,F
35561,M,Mens Career,344.236,YES,Email,34423.6,F,F,F,F,F,T,F,F,F,F,T
35707,M,Womens Shoes,165.348,NO,Email,16534.8,F,F,F,F,F,F,F,F,T,T,F
35904,F,Mens Career,380.608,NO,Direct Mail,38060.8,T,F,T,T,F,F,F,T,T,T,T
35979,M,Womens Shoes,277.47,NO,Mobile,27747,F,F,F,F,F,F,F,F,F,T,F
36040,M,Womens Shoes,373.032,NO,Email,37303.2,F,F,F,F,F,T,F,T,T,F,F
36190,M,Womens Sportwear,284.132,YES,Direct Mail,28413.2,F,F,F,T,F,T,T,F,T,F,F
36191,F,Mens Casual,464.275,NO,Direct Mail,46427.5,T,F,T,F,F,T,T,F,F,T,F
36278,M,Womens Shoes,430.066,NO,Email,43006.6,F,T,F,F,F,T,F,F,T,F,F
36364,F,Womens Shoes,197.256,YES,Mobile,19725.6,F,F,F,F,T,F,F,F,F,T,F
36405,F,Home goods,348.222,YES,Direct Mail,34822.2,F,T,T,F,F,T,T,F,T,F,F
36631,M,Mens Sportswear,270.515,YES,Email,27051.5,F,F,F,F,F,F,F,F,F,F,F
36857,M,Womens Career,461.326,YES,Email,46132.6,F,T,F,F,F,F,F,F,F,F,F
36863,F,Mens Career,394.701,YES,Mobile,39470.1,F,F,T,F,F,F,F,T,F,F,T
